index,Show_ID,Date_Added,Country,Director,Duration,Listed_In,Rating,Release_Year,Title,Type,Budget,Sales,Profit,Continent,Profitable?
7481,4771,2018-11-15,Indonesia,Timo Tjahjanto,111 min,"Horror Movies, International Movies",TV-MA,2018,May the Devil Take You,Movie,1517432,3021721,1504289,Asia,Yes
2012,4772,2018-11-15,India,Nakul Singh Sawhney,136 min,"Documentaries, International Movies",TV-MA,2015,Muzaffarnagar Baaqi Hai,Movie,4060376,3374213,-686163,Asia,No
7453,4773,2018-11-15,India,"Nishanth Ravindaran, Jathin Sanker Raj",121 min,"Comedies, Independent Movies, International Movies",TV-14,2018,Odu Raja Odu,Movie,1534593,3747007,2212414,Asia,Yes
5223,4774,2018-11-15,India,Swapna Waghmare Joshi,119 min,"Horror Movies, International Movies",TV-14,2018,Savita Damodar Paranjpe,Movie,2618895,3748528,1129633,Asia,Yes
5352,4775,2018-11-15,Spain,"Aitor Arregi, Jon Garaño",115 min,"Dramas, International Movies",TV-14,2017,The Giant,Movie,2555774,3790592,1234818,Europe,Yes
6294,4776,2018-11-13,Philippines,Erik Matti,128 min,"Action & Adventure, International Movies",TV-MA,2018,BuyBust,Movie,2112363,2996697,884334,Asia,Yes
2271,4777,2018-11-13,United States,Christopher Guest,92 min,Music & Musicals,TV-14,2018,Loudon Wainwright III: Surviving Twin,Movie,3938517,3697757,-240760,North America,No
8000,4778,2021-09-16,United States,Joe Alves,98 min,"Action & Adventure, Horror Movies, Thrillers",PG,1983,Jaws 3,Movie,1174903,5983864,4808961,North America,Yes
5497,4779,2021-07-16,Thailand,"Sita Likitvanichkul, Jetarin Ratanaserikiat, Apirak Samudkitpaisan, Thanabodee Uawithya, Adirek Wattaleela",101 min,"Dramas, International Movies, Thrillers",TV-MA,2021,Deep,Movie,2494120,5259511,2765391,Asia,Yes
6694,4780,2018-11-13,Denmark,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,2018,Warrior,TV Show,1940048,1838993,-101055,Europe,No
7534,4781,2018-11-10,Germany,Not Given,1 Season,"Docuseries, International TV Shows, Science & Nature TV",TV-PG,2017,Age of Tanks,TV Show,1489908,1181034,-308874,Europe,No
7119,4782,2018-11-09,Hong Kong,Vincent Kok,99 min,"Comedies, International Movies, Romantic Movies",TV-14,2009,"All's Well, End's Well (2009)",Movie,1722236,4064909,2342673,Asia,Yes
2027,4783,2018-11-09,Germany,Christian Zübert,106 min,"Comedies, International Movies",TV-MA,2017,Lommbock,Movie,4053013,3182794,-870219,Europe,No
1457,4784,2018-11-09,United States,Not Given,1 Season,"Docuseries, TV Dramas",TV-MA,2018,Medal of Honor,TV Show,4354688,1775103,-2579585,North America,No
1485,4785,2018-11-09,United Kingdom,David Mackenzie,122 min,"Action & Adventure, Dramas",R,2018,Outlaw King,Movie,4333682,4223408,-110274,Europe,No
7358,4786,2018-11-09,Brazil,Not Given,1 Season,"International TV Shows, TV Comedies",TV-MA,2018,Super Drags,TV Show,1587298,1842957,255659,South America,Yes
1926,4787,2018-11-09,Colombia,Not Given,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,2018,The Queen of Flow,TV Show,4100331,1840433,-2259898,South America,No
3056,4788,2018-11-09,South Korea,Not Given,2 Seasons,"Kids' TV, TV Thrillers",TV-Y,2018,Treehouse Detectives,TV Show,3587396,960259,-2627137,Asia,No
6061,4789,2018-11-09,United States,Not Given,1 Season,Reality TV,TV-MA,2018,Westside,TV Show,2232136,1774182,-457954,North America,No
748,4790,2021-07-16,United States,Not Given,3 Seasons,"Docuseries, Science & Nature TV",TV-MA,2021,Explained,TV Show,4801059,1318546,-3482513,North America,No
3440,4791,2018-11-08,France,Not Given,1 Season,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",TV-MA,2017,Transfers,TV Show,3415625,1901940,-1513685,Europe,No
6159,4792,2018-11-07,United States,Not Given,1 Season,"Crime TV Shows, TV Dramas",TV-MA,2017,Damnation,TV Show,2182412,1869752,-312660,North America,No
7491,4793,2018-11-05,India,Tejas Prabha Vijay Deoskar,129 min,"Dramas, International Movies",TV-14,2018,Bucket List,Movie,1511986,3745294,2233308,Asia,Yes
6066,4794,2018-11-05,United States,Not Given,90 min,Stand-Up Comedy,TV-MA,2018,John Leguizamo's Latin History for Morons,Movie,2230222,2921461,691239,North America,Yes
3843,4795,2018-11-03,Malaysia,Not Given,7 Seasons,"International TV Shows, TV Comedies",TV-14,2003,Kopitiam,TV Show,3241048,2354726,-886322,Asia,No
5159,4796,2018-11-02,Brazil,Matheus Souza,116 min,"Comedies, International Movies, LGBTQ Movies",TV-MA,2018,Ana e Vitória,Movie,2647997,3057869,409872,South America,Yes
2789,4797,2018-11-02,Pakistan,Not Given,1 Season,Kids' TV,TV-G,2018,Brainchild,TV Show,3709466,2047256,-1662210,Asia,No
6266,4798,2018-11-02,United States,Sara Dosa,59 min,"Documentaries, Music & Musicals",TV-14,2018,ReMastered: Tricky Dick & The Man in Black,Movie,2128244,3705032,1576788,North America,Yes
1651,4799,2018-11-02,United States,Bradley Walsh,95 min,"Dramas, Romantic Movies",TV-G,2018,The Holiday Calendar,Movie,4249969,3537549,-712420,North America,No
7164,4800,2018-11-02,France,Orson Welles,122 min,"Classic Movies, Dramas, Independent Movies",R,2018,The Other Side of the Wind,Movie,1696196,4228487,2532291,Europe,Yes
2985,4801,2021-07-16,Not Given,Leigh Janiak,114 min,"Horror Movies, LGBTQ Movies",R,2021,Fear Street Part 3: 1666,Movie,3618773,5238562,1619789,Unknown,Yes
3444,4802,2018-11-02,United States,Morgan Neville,98 min,Documentaries,TV-MA,2018,They’ll Love Me When I’m Dead,Movie,3414628,2909436,-505192,North America,No
7157,4803,2018-11-01,India,Indrajit Nattoji,117 min,"Comedies, International Movies, Music & Musicals",TV-14,2009,Aagey Se Right,Movie,1699927,4063747,2363820,Asia,Yes
4951,4804,2018-11-01,India,Raj Kumar Gupta,95 min,"International Movies, Thrillers",TV-14,2008,Aamir,Movie,2734463,4071825,1337362,Asia,Yes
5876,4805,2018-11-01,India,Remo D'Souza,146 min,"Dramas, International Movies, Music & Musicals",TV-14,2015,ABCD 2,Movie,2324386,3930654,1606268,Asia,Yes
8268,4806,2018-11-01,India,Remo D'Souza,136 min,"Dramas, International Movies",TV-14,2013,ABCD: Any Body Can Dance,Movie,939918,3989060,3049142,Asia,Yes
2164,4807,2018-11-01,India,Arnab Chaudhuri,91 min,"Action & Adventure, Dramas, International Movies",TV-14,2011,Arjun: The Warrior Prince,Movie,3991990,4031252,39262,Asia,Yes
7618,4808,2018-11-01,India,Rana Ranbir,123 min,"Dramas, International Movies, Music & Musicals",TV-14,2018,Asees,Movie,1437157,3746702,2309545,Asia,Yes
1462,4809,2018-11-01,India,Anurag Basu,144 min,"Comedies, Dramas, International Movies",TV-14,2012,Barfi!,Movie,4352690,4016442,-336248,Asia,No
6396,4810,2018-11-01,India,Ken Ghosh,121 min,"Comedies, Dramas, International Movies",TV-14,2010,Chance Pe Dance,Movie,2066969,4048241,1981272,Asia,Yes
7298,4811,2018-11-01,Canada,Justin G. Dyck,91 min,"International Movies, Romantic Movies",TV-PG,2018,Christmas With A View,Movie,1623296,2528676,905380,North America,Yes
7455,4812,2021-07-16,United States,Not Given,1 Season,"Kids' TV, TV Comedies",TV-Y7,2021,Johnny Test,TV Show,1533823,373471,-1160352,North America,No
5710,4813,2018-11-01,India,"Priyadarshan, Kookie V. Gulati",158 min,"Comedies, Dramas, International Movies",TV-14,2006,Chup Chup Ke,Movie,2403758,4092258,1688500,Asia,Yes
4014,4814,2018-11-01,Argentina,Not Given,2 Seasons,"Kids' TV, Spanish-Language TV Shows",TV-Y,2015,Creators,TV Show,3162577,1028661,-2133916,South America,No
3884,4815,2018-11-01,United Kingdom,Vivek Agnihotri,157 min,"Dramas, International Movies, Music & Musicals",TV-14,2007,Dhan Dhana Dhan Goal,Movie,3220156,4081047,860891,Europe,Yes
8451,4816,2018-11-01,India,Umesh Shukla,124 min,"Comedies, International Movies, Music & Musicals",TV-14,2009,Dhoondte Reh Jaoge,Movie,755194,4063247,3308053,Asia,Yes
402,4817,2018-11-01,India,Habib Faisal,106 min,"Comedies, International Movies",TV-PG,2010,Do Dooni Chaar,Movie,5112134,2638880,-2473254,Asia,No
3309,4818,2018-11-01,United States,Bobby Roth,92 min,"Independent Movies, Thrillers",TV-MA,2018,Edge of Fear,Movie,3471176,2920022,-551154,North America,No
2961,4819,2018-11-01,Brazil,Halder Gomes,80 min,Stand-Up Comedy,TV-MA,2017,"Edmilson Filho: Notas, Comedy about Relationships",Movie,3629300,3202744,-426556,South America,No
779,4820,2018-11-01,United States,Not Given,3 Seasons,Docuseries,TV-MA,2018,Follow This,TV Show,4778191,1757578,-3020613,North America,No
1702,4821,2018-11-01,India,Amitoj Mann,126 min,"Dramas, International Movies, Thrillers",TV-14,2015,Gaddar: the Traitor,Movie,4217224,3937170,-280054,Asia,No
1507,4822,2018-11-01,India,Raj Kumar Gupta,129 min,"Comedies, International Movies, Thrillers",TV-MA,2013,Ghanchakkar,Movie,4324536,3423301,-901235,Asia,No
8158,4823,2021-07-16,Mexico,Luis Estrada,123 min,"Comedies, International Movies",R,1999,La ley de Herodes,Movie,1047951,5257718,4209767,North America,Yes
3981,4824,2018-11-01,India,B. Unnikrishnan,133 min,"International Movies, Thrillers",TV-14,2012,Grandmaster,Movie,3180242,4018161,837919,Asia,Yes
7973,4825,2018-11-01,India,Milan Luthria,109 min,"Comedies, Dramas, International Movies",TV-14,2007,Hattrick,Movie,1197733,4088122,2890389,Asia,Yes
3918,4826,2018-11-01,India,Madhur Bhandarkar,143 min,"Dramas, International Movies",TV-MA,2012,Heroine,Movie,3207289,3439295,232006,Asia,Yes
487,4827,2018-11-01,India,Sajid Khan,140 min,"Action & Adventure, Comedies, International Movies",TV-14,2013,Himmatwala,Movie,5017868,3987012,-1030856,Asia,No
3302,4828,2018-11-01,India,Saji Surendran,150 min,"Comedies, International Movies, Music & Musicals",TV-14,2012,Husbands in Goa,Movie,3473859,4015669,541810,Asia,Yes
1895,4829,2018-11-01,India,Ksshitij Chaudhary,128 min,"Comedies, International Movies, Music & Musicals",TV-PG,2013,Jatts in Golmaal,Movie,4119231,2623269,-1495962,Asia,No
3393,4830,2018-11-01,India,Abhishek Kapoor,120 min,"Dramas, International Movies, Sports Movies",TV-MA,2013,Kai Po Che!,Movie,3437488,3424608,-12880,Asia,No
6753,4831,2018-11-01,India,Sundar C.,154 min,"Comedies, International Movies, Music & Musicals",TV-14,2012,Kalakalappu,Movie,1913348,4014087,2100739,Asia,Yes
5284,4832,2018-11-01,United States,Gary Binkow,45 min,Stand-Up Comedy,TV-MA,2006,Katt Williams: The Pimp Chronicles: Pt. 1,Movie,2590550,3486704,896154,North America,Yes
7322,4833,2018-11-01,India,Nikhil Advani,132 min,"Comedies, Dramas, International Movies",TV-14,2015,Katti Batti,Movie,1607662,3933870,2326208,Asia,Yes
4483,4834,2021-07-16,Not Given,Garrett Bradley,1 Season,Docuseries,TV-14,2021,Naomi Osaka,TV Show,2950686,5259006,2308320,Unknown,Yes
1552,4835,2018-11-01,India,Anurag Basu,126 min,"Dramas, International Movies, Music & Musicals",TV-14,2007,Life in a ... Metro,Movie,4302914,4087090,-215824,Asia,No
4221,4836,2018-11-01,United States,Lance Bangs,95 min,Stand-Up Comedy,TV-MA,2013,Marc Maron: Thinky Pain,Movie,3073654,3412380,338726,North America,Yes
2119,4837,2018-11-01,India,Nishikant Kamat,135 min,"Dramas, International Movies",TV-MA,2008,Mumbai Meri Jaan,Movie,4008640,3473401,-535239,Asia,No
8352,4838,2018-11-01,India,Navinder Pal Singh,139 min,"Comedies, International Movies, Music & Musicals",TV-14,2014,Mundeyan Ton Bachke Rahin,Movie,867029,3965789,3098760,Asia,Yes
6861,4839,2018-11-01,India,Raj Kumar Gupta,131 min,"Dramas, International Movies",TV-MA,2011,No One Killed Jessica,Movie,1859620,3448597,1588977,Asia,Yes
3085,4840,2018-11-01,India,Dibakar Banerjee,118 min,"Comedies, Dramas, International Movies",TV-14,2008,Oye Lucky! Lucky Oye!,Movie,3575778,4077404,501626,Asia,Yes
286,4841,2018-11-01,India,Tigmanshu Dhulia,129 min,"Action & Adventure, Dramas, International Movies",TV-14,2010,Paan Singh Tomar,Movie,5253293,4045959,-1207334,Asia,No
3800,4842,2018-11-01,India,Kunal Deshmukh,131 min,"Dramas, International Movies, Thrillers",TV-14,2014,Raja Natwarlal,Movie,3260369,3966947,706578,Asia,Yes
7483,4843,2018-11-01,India,Prakash Jha,146 min,"Dramas, International Movies, Music & Musicals",TV-14,2013,Satyagraha,Movie,1516252,3985825,2469573,Asia,Yes
4574,4844,2018-11-01,India,R. Kannan,123 min,"Comedies, International Movies, Music & Musicals",TV-14,2013,Settai,Movie,2907102,3992321,1085219,Asia,Yes
2055,4845,2021-07-16,United States,Sofia Coppola,94 min,"Dramas, Independent Movies, Thrillers",R,2017,The Beguiled,Movie,4036744,5257553,1220809,North America,Yes
532,4846,2018-11-01,India,Gaurav Narayanan,141 min,"Dramas, International Movies, Thrillers",TV-14,2014,Sigaram Thodu,Movie,4978360,3965605,-1012755,Asia,No
6807,4847,2018-11-01,United States,Kevin Layne,93 min,Stand-Up Comedy,TV-MA,2015,Sommore: The Reign Continues,Movie,1887892,3328176,1440284,North America,Yes
6055,4848,2018-11-01,Pakistan,Not Given,1 Season,"British TV Shows, Reality TV",TV-PG,2012,The Great British Baking Show: The Beginnings,TV Show,2234783,5411430,3176647,Asia,Yes
6384,4849,2018-11-01,United States,Jennifer M. Kroot,91 min,"Documentaries, LGBTQ Movies",TV-MA,2017,The Untold Tales of Armistead Maupin,Movie,2074892,3071973,997081,North America,Yes
428,4850,2018-11-01,South Africa,Akin Omotoso,106 min,"Dramas, Independent Movies, International Movies",TV-MA,2016,Vaya,Movie,5084678,3268116,-1816562,Africa,No
667,4851,2018-11-01,India,Shyam Benegal,131 min,"Comedies, Dramas, International Movies",TV-14,2008,Welcome to Sajjanpur,Movie,4867887,4075503,-792384,Asia,No
5538,4852,2018-11-01,India,Not Given,95 min,"Comedies, Dramas, Independent Movies",TV-PG,2014,Yeh Hai Bakrapur,Movie,2476306,2611517,135211,Asia,Yes
1800,4853,2018-11-01,India,Satyajit Bhatkal,104 min,"Children & Family Movies, Dramas",PG,2011,Zokkomon,Movie,4169002,4803095,634093,Asia,Yes
2434,4854,2018-10-31,Spain,Dani de la Torre,126 min,"Dramas, International Movies, Thrillers",TV-MA,2018,Gun City,Movie,3866708,2984996,-881712,Europe,No
4931,4855,2018-10-31,Philippines,Jerrold Tarog,118 min,"Dramas, International Movies",R,2015,Heneral Luna,Movie,2744765,4317903,1573138,Asia,Yes
3147,4856,2021-07-16,United States,Colin Trevorrow,105 min,Dramas,PG-13,2017,The Book of Henry,Movie,3545941,5255129,1709188,North America,Yes
2881,4857,2018-10-30,Japan,Not Given,2 Seasons,"Anime Series, International TV Shows",TV-MA,2018,Fate/EXTRA Last Encore,TV Show,3669218,1812550,-1856668,Asia,No
2490,4858,2018-10-27,Hong Kong,Wilson Yip,94 min,"Action & Adventure, International Movies",TV-14,2006,Dragon Tiger Gate,Movie,3845349,4095728,250379,Asia,Yes
8602,4859,2018-10-26,Not Given,Tinge Krishnan,100 min,"Dramas, International Movies, Music & Musicals",TV-MA,2018,Been So Long,Movie,562663,3005359,2442696,Unknown,Yes
5180,4860,2018-10-26,Russia,Aleksey German,126 min,"Dramas, International Movies",PG-13,2018,Dovlatov,Movie,2635603,4521949,1886346,Europe,Yes
7487,4861,2018-10-26,Spain,Sergio Barrejón,90 min,"Comedies, Dramas, International Movies",TV-MA,2018,Jefe,Movie,1513459,2978969,1465510,Europe,Yes
4228,4862,2018-10-26,Colombia,Not Given,87 min,"Comedies, International Movies, Romantic Movies",TV-14,2018,Santo Cachón,Movie,3070932,3760061,689129,South America,Yes
7416,4863,2018-10-26,United States,Sandi Tan,97 min,Documentaries,TV-14,2018,Shirkers,Movie,1556689,3694559,2137870,North America,Yes
7763,4864,2018-10-26,United States,Not Given,1 Season,"Crime TV Shows, Docuseries, International TV Shows",TV-MA,2018,Terrorism Close Calls,TV Show,1342637,1780820,438183,North America,Yes
3814,4865,2018-10-26,India,Vijay Yelakanti,115 min,"Dramas, International Movies, Thrillers",TV-MA,2018,W/O Ram,Movie,3253660,3029572,-224088,Asia,No
2194,4866,2018-10-25,United States,Not Given,1 Season,"Kids' TV, TV Comedies",TV-PG,2009,DreamWorks Spooky Stories,TV Show,3976232,1281397,-2694835,North America,No
2402,4867,2021-07-16,United States,Bill Condon,117 min,"Dramas, Romantic Movies",PG-13,2011,The Twilight Saga: Breaking Dawn: Part 1,Movie,3881214,5254407,1373193,North America,Yes
8753,4868,2018-10-25,United States,Not Given,2 Seasons,TV Comedies,TV-14,2017,Great News,TV Show,257097,2214019,1956922,North America,Yes
2623,4869,2018-10-25,United States,Vlad Yudin,93 min,Documentaries,TV-MA,2018,Ronnie Coleman: The King,Movie,3789302,2919608,-869694,North America,No
6484,4870,2018-10-24,Not Given,S.S. Rajamouli,138 min,"Action & Adventure, Dramas, International Movies",TV-14,2015,Baahubali: The Beginning (English Version),Movie,2025277,3920683,1895406,Unknown,Yes
6284,4871,2018-10-23,United States,Steve Brill,74 min,Stand-Up Comedy,TV-MA,2018,ADAM SANDLER 100% FRESH,Movie,2115621,2933928,818307,North America,Yes
7234,4872,2018-10-23,China,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",TV-14,2018,Here to Heart,TV Show,1659318,2207022,547704,Asia,Yes
7194,4873,2018-10-23,United States,Don Michael Paul,102 min,"Action & Adventure, Sci-Fi & Fantasy",PG-13,2018,Scorpion King 5: Book of Souls,Movie,1679204,4519302,2840098,North America,Yes
8322,4874,2018-10-23,United States,Not Given,3 Seasons,Stand-Up Comedy & Talk Shows,TV-MA,2017,The Hollywood Masters,TV Show,892118,1853300,961182,North America,Yes
7101,4875,2018-10-20,Peru,"Joanna Lombardi, Bruno Ascenzo",104 min,"Comedies, International Movies, Romantic Movies",TV-MA,2018,How to Get Over a Breakup,Movie,1733923,2999061,1265138,South America,Yes
1534,4876,2018-10-19,China,Not Given,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,2018,Accidentally in Love,TV Show,4310269,2208228,-2102041,Asia,No
8596,4877,2018-10-19,Australia,Not Given,1 Season,"Docuseries, International TV Shows, Science & Nature TV",TV-PG,2017,Ask the Doctor,TV Show,573861,1185323,611462,Oceania,Yes
3013,4878,2021-07-16,United States,Bill Condon,115 min,"Dramas, Romantic Movies",PG-13,2012,The Twilight Saga: Breaking Dawn: Part 2,Movie,3607897,5252893,1644996,North America,Yes
5086,4879,2018-10-19,United States,Not Given,1 Season,"Kids' TV, TV Comedies",TV-PG,2018,Best.Worst.Weekend.Ever.,TV Show,2677886,1147204,-1530682,North America,No
6302,4880,2018-10-19,Mexico,Marcos Bucay,51 min,Movies,TV-MA,2018,"Club de Cuervos Presents: I, Potro",Movie,2109405,3015038,905633,North America,Yes
6230,4881,2018-10-19,Pakistan,Not Given,50 min,Movies,TV-MA,2018,Derren Brown: Sacrifice,Movie,2150697,2999881,849184,Asia,Yes
1571,4882,2018-10-19,United Kingdom,Peter Lepeniotis,86 min,"Children & Family Movies, Comedies",PG,2018,Gnome Alone,Movie,4294994,4746413,451419,Europe,Yes
4136,4883,2018-10-19,South Korea,Kim Jee-woon,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",TV-MA,2018,Illang: The Wolf Brigade,Movie,3110574,2989233,-121341,Asia,No
2185,4884,2018-10-19,United States,Not Given,2 Seasons,"Crime TV Shows, Docuseries",TV-14,2018,Making a Murderer,TV Show,3981460,2180282,-1801178,North America,No
7414,4885,2018-10-19,United States,Not Given,3 Seasons,"Crime TV Shows, TV Action & Adventure",TV-MA,2018,Marvel's Daredevil,TV Show,1557568,1760214,202646,North America,Yes
5372,4886,2018-10-19,India,Rajesh Touchriver,122 min,"Dramas, International Movies",TV-14,2013,Naa Bangaaru Talli,Movie,2543058,3992724,1449666,Asia,Yes
7149,4887,2018-10-19,Pakistan,Not Given,23 min,Movies,TV-Y,2018,Oddbods: Party Monsters,Movie,1702504,5410553,3708049,Asia,Yes
4666,4888,2018-10-19,Thailand,Not Given,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",TV-MA,2017,Project S The Series,TV Show,2863242,1879661,-983581,Asia,No
